x_log2fc,y_post_mean,y_post_lo,y_post_hi
-1.7508361204013378,5.322353579688311,4.757203078016071,5.887504081360552
-1.7374581939799332,5.334074162242465,4.771331687326077,5.896816637158853
-1.7240802675585285,5.346204408937378,4.785869960776843,5.906538857097914
-1.7107023411371238,5.35875742745335,4.800831006048668,5.916683848858032
-1.6973244147157192,5.371746655256074,4.816228260607245,5.9272650499049035
-1.6839464882943145,5.38518586099914,4.832075493106164,5.938296228892117
-1.6705685618729098,5.399089145297855,4.8483868041607305,5.949791486434979
-1.6571906354515051,5.413470940815098,4.865176626433827,5.961765255196369
-1.6438127090301005,5.428346011596636,4.882459723971218,5.974232299222054
-1.6304347826086958,5.4437294515898405,4.900251190720275,5.987207712459406
-1.6170568561872911,5.459636682276371,4.918566448162659,6.000706916390083
-1.6036789297658864,5.476083449345769,4.937421241987909,6.014745656703628
-1.5903010033444818,5.493085818333523,4.956831637731517,6.02933999893553
-1.576923076923077,5.5106601691434784,4.976814015297324,6.0445063229896325
-1.5635451505016724,5.528823189371083,4.997385062280783,6.060261316461384
-1.5501672240802675,5.547591866340405,5.018561766005957,6.076621966674853
-1.5367892976588629,5.5669834777645,5.040361404185905,6.093605551343096
-1.5234113712374582,5.587015580935419,5.062801534112676,6.111229627758162
-1.5100334448160535,5.607706000346951,5.085899980280061,6.129512020413841
-1.4966555183946488,5.629072813650274,5.1096748203392375,6.148470806961311
-1.4832775919732442,5.651134335839876,5.134144369284692,6.16812430239506
-1.4698996655518395,5.6739091015646475,5.159327161765316,6.188491041363979
-1.4565217391304348,5.697415845456847,5.185241932413369,6.209589758500325
-1.4431438127090301,5.721673480369819,5.211907594082193,6.231439366657444
-1.4297658862876255,5.74670107341398,5.239343213882207,6.254058932945752
-1.4163879598662208,5.772517819679636,5.267567986903716,6.277467652455556
-1.4030100334448161,5.799143013534871,5.296601207514804,6.3016848195549375
-1.3896321070234114,5.82659601738697,5.326462238122756,6.326729796651184
-1.3762541806020068,5.854896227796798,5.357170475288437,6.35262198030516
-1.362876254180602,5.88406303883724,5.388745313084732,6.379380764589749
-1.3494983277591974,5.914115802589364,5.421206103592708,6.407025501586019
-1.3361204013377928,5.9450737866733405,5.454572114432538,6.435575458914143
-1.322742474916388,5.976956128715702,5.4888624832307515,6.465049774200652
-1.3093645484949834,6.0097817876598905,5.524096168930793,6.495467406388988
-1.2959866220735785,6.0435694918337814,5.5602918998605375,6.526847083807025
-1.2826086956521738,6.078337683695671,5.59746811847828,6.559207248913062
-1.2692307692307692,6.114104461189401,5.635642922727862,6.592565999650939
-1.2558528428093645,6.150887515649783,5.674834003944098,6.6269410273554685
-1.2424749163879598,6.18870406621141,5.7150585812615775,6.662349551161243
-1.2290969899665551,6.227570790687351,5.756333332493371,6.698808248881331
-1.2157190635451505,6.267503752899141,5.7986743214610135,6.736333184337268
-1.2023411371237458,6.308518326455929,5.842096921773655,6.774939731138203
-1.1889632107023411,6.350629114998723,5.886615737072302,6.814642492925144
-1.1755852842809364,6.393849868945216,5.932244517774647,6.855455220115784
-1.1622073578595318,6.438193398791911,5.978996074377195,6.897390723206627
-1.148829431438127,6.483671485052924,6.026882187394062,6.940460782711787
-1.1354515050167224,6.530294784939027,6.075913514036017,6.984676055842037
-1.1220735785953178,6.578072735906041,6.126099491758883,7.030045980053198
-1.108695652173913,6.6270134562285685,6.177448238837264,7.076578673619873
-1.0953177257525084,6.677123642783062,6.229966452147611,7.1242808334185135
-1.0819397993311037,6.728408466253233,6.283659302373635,7.173157630132832
-1.068561872909699,6.780871464000628,6.338530326876882,7.223212601124374
-1.0551839464882944,6.834514430873651,6.394581320505758,7.274447541241544
-1.0418060200668897,6.889337308259034,6.451812224646994,7.326862391871074
-1.028428093645485,6.945338071710588,6.510221014854401,7.380455128566775
-1.0150501672240804,7.00251261752065,6.569803587420315,7.435221647620985
-1.0016722408026757,7.060854648629627,6.630553645285145,7.491155651974109
-0.988294314381271,7.120355560298034,6.692462583709405,7.548248536886662
-0.9749163879598663,7.1810043259931895,6.7555193761604135,7.6064892758259655
-0.9615384615384617,7.242787383968644,6.819710460891721,7.665864307045568
-0.9481605351170568,7.305688525038251,6.885019628717181,7.726357421359321
-0.9347826086956521,7.369688782068038,6.951427912502821,7.787949651633255
-0.9214046822742474,7.434766321727295,7.018913478917931,7.85061916453666
-0.9080267558528428,7.500896339055127,7.087451523001615,7.914341155108639
-0.8946488294314381,7.568050955409791,7.157014166112132,7.979087744707449
-0.8812709030100334,7.636199120375009,7.227570357833203,8.044827882916815
-0.8678929765886287,7.705306518199875,7.299085782413922,8.111527253985829
-0.8545150501672241,7.775335479346511,7.37152277031641,8.179148188376612
-0.8411371237458194,7.846244897712309,7.444840215438062,8.247649579986557
-0.8277591973244147,7.917990154080965,7.518993498562571,8.31698680959936
-0.81438127090301,7.990523046338715,7.593934417576173,8.387111675101256
-0.8010033444816054,8.063791726969121,7.669611124962432,8.45797232897581
-0.7876254180602007,8.137740648311595,7.74596807306076,8.529513223562432
-0.774247491638796,8.212310516035663,7.822945967540679,8.601675064530646
-0.7608695652173914,8.287438251245344,7.900481729506214,8.674394772984474
-0.7474916387959867,8.363056961586166,7.978508466602888,8.747605456569444
-0.734113712374582,8.439095921681789,8.056955453454364,8.821236389909213
-0.7207357859531773,8.515480563179038,8.135748121707465,8.89521300465061
-0.7073578595317727,8.592132474629542,8.214808059913823,8.969456889345262
-0.693979933110368,8.66896941138467,8.294053023424803,9.043885799344535
-0.6806020066889633,8.745905315628615,8.373396954424601,9.11841367683263
-0.6672240802675586,8.822850346623696,8.452750012175535,9.192950681071856
-0.653846153846154,8.899710921193282,8.532018613500975,9.26740322888559
-0.6404682274247493,8.976389764422535,8.61110548348608,9.34167404535899
-0.6270903010033446,9.052785970516686,8.689909716336084,9.415662224697288
-0.6137123745819397,9.128795073722138,8.76832684629739,9.489263301146886
-0.600334448160535,9.20430912918866,8.846248928519763,9.562369329857557
-0.5869565217391304,9.279216803632682,8.923564629719639,9.634868977545725
-0.5735785953177257,9.35340347565305,9.000159328495858,9.706647622810241
-0.560200668896321,9.426751345553555,9.075915225152217,9.777587465954893
-0.5468227424749164,9.499139554540786,9.150711460895302,9.84756764818627
-0.5334448160535117,9.570444313193851,9.224424246304219,9.916464380083484
-0.520066889632107,9.640539039142993,9.296926999009214,9.984151079276772
-0.5066889632107023,9.709294503949721,9.368090490571795,10.050498517327647
-0.49331103678929766,9.77657898924945,9.437783002627375,10.115374975871523
-0.479933110367893,9.84225845230106,9.50587049243484,10.17864641216728
-0.4665551839464883,9.906196701183525,9.572216768073158,10.240176634293892
-0.45317725752508364,9.968255579989007,9.636683673634492,10.299827486343522
-0.43979933110367897,10.028295164481147,9.699131284882485,10.357459044079809
-0.4264214046822743,10.086173968817219,9.759418115974409,10.412929821660029
-0.4130434782608696,10.141749164069088,9.817401337982131,10.466096990156045
-0.39966555183946495,10.194876809419693,9.87293701008859,10.516816608750796
-0.3862876254180603,10.24541209705443,9.925880324479179,10.564943869629682
-0.3729096989966556,10.293209611908049,9.976085866088651,10.610333357727447
-0.35953177257525093,10.338123607562098,10.023407888498554,10.652839326625642
-0.34615384615384626,10.380008299712284,10.067700607404591,10.692315992019976
-0.3327759197324416,10.418718178732766,10.108818513180927,10.728617844284605
-0.3193979933110369,10.454108342951407,10.14661670415542,10.761599981747395
-0.30602006688963224,10.486034854308855,10.180951242268721,10.791118466348989
-0.29264214046822756,10.51435511810013,10.21167953281585,10.817030703384411
-0.2792642140468229,10.538928288482309,10.23866072995388,10.839195847010737
-0.2658862876254182,10.559615701370172,10.261756169597597,10.857475233142747
-0.25250836120401354,10.576281336226057,10.280829831209335,10.871732841242778
-0.23913043478260887,10.588792308073913,10.295748829813043,10.881835786334783
-0.2257525083612042,10.597019390824691,10.306383939319675,10.887654842329708
-0.21237458193979952,10.600837572684924,10.312610147935759,10.889064997434089
-0.19899665551839485,10.600126644027181,10.31430724603387,10.885946042020493
-0.18561872909699018,10.594771817627043,10.311360446389585,10.8781831888645
-0.1722408026755855,10.584664380613022,10.303661036131416,10.865667725094628
-0.15886287625418083,10.56970237683342,10.291107059107668,10.848297694559173
-0.14548494983277616,10.549791317618743,10.273604026648844,10.825978608588642
-0.13210702341137148,10.524844918113612,10.251065653899564,10.798624182327659
-0.11872909698996681,10.494785855475747,10.223414618017554,10.766157092933941
-0.10535117056856214,10.459546544300697,10.190583333598354,10.728509755003039
-0.09197324414715702,10.419069923643493,10.152514739697004,10.685625107589981
-0.07859531772575234,10.373310248989503,10.109163091798868,10.637457406180138
-0.06521739130434767,10.322233881496853,10.06049475106207,10.583973011931636
-0.051839464882943,10.265820065816994,10.006488962138064,10.525151169495924
-0.038461538461538325,10.204061686825966,9.94713860990289,10.460984763749043
-0.02508361204013365,10.136965994698015,9.88245094453079,10.39148104486524
-0.011705685618728978,10.064555286959276,9.812448263547905,10.316662310370647
0.0016722408026756952,9.986867535507479,9.736566532162996,10.23716853885196
0.015050167224080369,9.903956946110386,9.651247916010051,10.15666597621072
0.028428093645485042,9.81589443763645,9.560777380780262,10.071011494492637
0.041806020066889715,9.722768028259662,9.465242944647622,9.9802931118717
0.05518394648829439,9.624683116146652,9.36475000577876,9.884616226514545
0.06856187290969906,9.521762642702772,9.259421505579025,9.784103779826518
0.08193979933110374,9.414147127343066,9.149397963463468,9.678896291222664
0.09531772575250841,9.301994563972716,9.034837373337265,9.569151754608168
0.10869565217391308,9.185480170909795,8.91591495351849,9.4550453883011
0.12207357859531776,9.064795987848626,8.79282274370147,9.336769231995783
0.13545150501672243,8.94015031562146,8.66576904471845,9.21453158652447
0.1488294314381271,8.811766996933745,8.534977699274881,9.088556294592609
0.16220735785953178,8.679884538876005,8.40068721446129,8.95908186329072
0.17558528428093645,8.544755080794618,8.263149729624049,8.826360431965186
0.18896321070234112,8.40664321396597,8.122629836039549,8.69065659189239
0.2023411371237458,8.265824662387583,7.979403257705309,8.552246067069857
0.21571906354515047,8.122584836794749,7.833755405356622,8.411414268232877
0.22909698996655514,7.977217276649238,7.685979818455258,8.268454734843218
0.24247491638795982,7.830021997246052,7.536376512296219,8.123667482195884
0.2558528428093645,7.681303761168408,7.385250249462723,7.977357272874094
0.26923076923076916,7.531370295021896,7.232908756560358,7.829831833483434
0.28260869565217384,7.380530473638631,7.079660908421239,7.681400038856022
0.2959866220735785,7.229092494718703,6.925814902745459,7.532370086691947
0.3093645484949832,7.077362067141827,6.77167644841273,7.383047685870924
0.32274247491638786,6.925640635927662,6.617546990442713,7.2337342814126115
0.33612040133779253,6.774223666056509,6.463721993815706,7.084725338297312
0.3494983277591972,6.623399006109318,6.310489307112663,6.936308705105974
0.3628762541806019,6.473445350988129,6.158127625235621,6.788763076740637
0.37625418060200655,6.324630820892079,6.006905068383718,6.6423565734004395
0.3896321070234112,6.177211671316904,5.85707789205269,6.497345450581118
0.4030100334448159,6.03143114619402,5.708889340173953,6.353972952214087
0.41638795986622057,5.887518483469661,5.562568650693741,6.21246831624558
0.42976588628762524,5.745688079528453,5.41833021999668,6.073045939060226
0.4431438127090299,5.606138815970226,5.2763729296826005,5.935904702257852
0.4565217391304346,5.4690535494305745,5.136879636387096,5.801227462474053
0.46989966555183926,5.334598762463775,5.000016822664445,5.669180702263106
0.48327759197324394,5.202924371040945,4.8659344044857615,5.539914337596128
0.4966555183946486,5.074163682005613,4.734765688694576,5.41356167531665
0.5100334448160533,4.948433491910011,4.6066274718431215,5.290239511976901
0.523411371237458,4.82583431705309,4.481620270230348,5.170048363875832
0.5367892976588626,4.70645074326853,4.359828669689934,5.053072816847125
0.5501672240802673,4.590351883069317,4.241321782734869,4.9393819834037656
0.563545150501672,4.477591927136611,4.1261538000463105,4.829030054226912
0.5769230769230766,4.3682107768275475,4.014364622981394,4.722056930673701
0.5903010033444818,4.26223474434561,3.905980563743604,4.618488924947617
0.6036789297658864,4.1596773074384465,3.801015100080587,4.518339514796306
0.6170568561872911,4.06053990592933,3.699469671815618,4.421610140043042
0.6304347826086958,3.964812768013779,3.6013345071442138,4.328291028883344
0.6438127090301005,3.872475755027782,3.506589467402364,4.2383620426532005
0.6571906354515051,3.7834992142818393,3.4152048999005684,4.15179352866311
0.6705685618729098,3.6978448305243035,3.32714248938718,4.068547171661427
0.6839464882943145,3.6154664676147483,3.2423560997217717,3.988576835507725
0.6973244147157192,3.5363109930282146,3.160792598379385,3.9118293876770442
0.7107023411371238,3.4603190788467124,3.08239265744203,3.8382455002513947
0.7240802675585285,3.38742597390738,3.0070915257468447,3.7677604220679153
0.7374581939799332,3.3175622427472113,2.9348197678308234,3.7003047176635993
0.7508361204013378,3.250654467901411,2.86550396622917,3.635804969573652
0.7642140468227425,3.1866259129634553,2.7990673845353617,3.574184441391549
0.7775919732441472,3.12539714459505,2.7354305894111035,3.5153636997789968
0.7909698996655519,3.0668866123770666,2.6745120304372674,3.459261194316866
0.8043478260869565,3.011011186018223,2.6162285773225706,3.4057937947138752
0.8177257525083612,2.957686649984934,2.5604960145334292,3.354877285436439
0.8311036789297659,2.9068281560874745,2.5072294938801165,3.3064268182948324
0.8444816053511706,2.858350634955155,2.4563439459919443,3.2603573239183654
0.8578595317725752,2.8121691676633436,2.40775445194428,3.216583883382407
0.8712374581939799,2.768199319040365,2.3613765765654486,3.175022061515281
0.8846153846153846,2.726357434390332,2.3171266651595626,3.135588203621101
0.8979933110367893,2.686560901522302,2.2749221055356803,3.098199697508924
0.9113712374581939,2.648728380084666,2.234681557342191,3.062775202827141
0.9247491638795986,2.6127800002700123,2.1963251507716848,3.02923484976834
0.9381270903010033,2.5786375329873223,2.1597746567331417,2.997500409241503
0.951505016722408,2.546224533598588,2.1249536305885544,2.9674954366086217
0.9648829431438126,2.515466461292437,2.091787531526551,2.9391453910583234
0.9782608695652173,2.486290776120926,2.060203819599187,2.912377732642665
0.991638795986622,2.4586270156628984,2.0301320323853065,2.8871219989404904
1.0050167224080266,2.4324068532005914,2.0015038431671464,2.8633098632340364
1.0183946488294313,2.407564139209759,1.9742531024204615,2.8408751759990567
1.031772575250836,2.3840349278695694,1.948315864324419,2.8197539914147196
1.0451505016722407,2.361757490199892,1.9236303998988888,2.7998845805008954
1.0585284280936453,2.34067231533208,1.900137198275224,2.7812074323889364
1.07190635451505,2.320722101317113,1.877778957504404,2.763665245129822
1.0852842809364547,2.3018517367729476,1.8565005662043859,2.7472029073415096
1.0986622073578594,2.28400827457304,1.8362490772486253,2.7317674718974545
1.112040133779264,2.267140898680452,1.8169736746001846,2.71730812276072
1.1254180602006687,2.2512008851382888,1.7986256343021685,2.703776135974409
1.1387959866220734,2.2361415581369926,1.7811582805450192,2.691124835728966
1.152173913043478,2.221918241994153,1.7645269376463273,2.679309546341979
1.1655518394648827,2.2084882098012724,1.7486888786975934,2.6682875409049513
1.1789297658862874,2.1958106294166093,1.7336032715570777,2.658017987276141
1.192307692307692,2.183846507412097,1.7192311227967125,2.648461892027482
1.2056856187290967,2.172558631516697,1.7055352201454599,2.6395820428879344
1.2190635451505014,2.161911512037328,1.6924800739102377,2.6313429501644183
1.232441471571906,2.1518713226825223,1.6800318577995792,2.6237107875654653
1.2458193979933108,2.1424058411619473,1.6681583495231513,2.6166533328007433
1.2591973244147154,2.133484389887993,1.6568288714933443,2.6101399082826418
1.2725752508361206,2.125077777062156,1.6460142319116544,2.6041413222126577
1.2859531772575252,2.1171582383900134,1.635686666483659,2.598629810296368
1.29933110367893,2.109699379632927,1.6258197809707196,2.593578978295134
1.3127090301003346,2.1026761201726423,1.616388494754582,2.5889637455907026
1.3260869565217392,2.0960646377361396,1.6073689855622266,2.5847602899100526
1.339464882943144,2.0898423144022615,1.5987386354724955,2.5809459933320276
1.3528428093645486,2.083987683988523,1.5904759783029045,2.577499389674142
1.3662207357859533,2.0784803808961314,1.5825606484546597,2.574400113337603
1.379598662207358,2.073301090472855,1.5749733312755305,2.571628849670179
1.3929765886287626,2.068431500937466,1.5676957149842887,2.5691672868906434
1.4063545150501673,2.06385425689529,1.56071044418626,2.56699806960432
1.419732441471572,2.0595529144620475,1.5540010749971644,2.5651047539269305
1.4331103678929766,2.055511898002397,1.5475520317816611,2.5634717642231326
1.4464882943143813,2.0517164584802945,1.5413485655037058,2.562084351456883
1.459866220735786,2.04815263341024,1.5353767136777983,2.5609285531426815
1.4732441471571907,2.044807208391626,1.5296232619033319,2.5599911548799206
1.4866220735785953,2.041667680202689,1.524075706958542,2.559259653446836
1.5,2.038722221425491,1.5187222214254912,2.558722221425491
